City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
5908723,Bridgewater,CA,44.3835,-64.5155,70.56,78,85,10.36
5959878,Gaspé,CA,48.8334,-64.4819,71.82,53,20,12.66
60019,Eyl,SO,7.9803,49.8164,77.76,80,86,24.7
2886242,Cologne,DE,50.9333,6.95,72.03,52,0,18.41
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,60.75,58,58,5.53
5411479,Alamosa,US,37.4695,-105.87,69.78,46,0,4.61
75427,Hadibu,YE,12.65,54.0333,78.85,80,59,19.84
1265888,Kovūr,IN,14.4833,79.9833,88.57,53,100,8.75
363885,Wau,SS,7.7029,27.9953,72.99,98,100,5.44
2032054,Choibalsan,MN,48.0667,114.5,78.12,33,45,9.33
3461465,Iguape,BR,-24.7081,-47.5553,66.94,69,62,4.38
2148086,Strathfieldsaye,AU,-36.8,144.3667,48.25,61,18,5.44
2118647,Vilyuchinsk,RU,52.9306,158.4028,55.26,94,100,0.92
6942076,Banlung,KH,13.7468,107.0045,72.82,99,100,5.26
2476403,Timimoun,DZ,29.2639,0.231,118.78,5,0,4.61
6113466,Princeville,CA,45.7668,-61.2985,69.6,73,75,10.36
2463447,Dakhla,EH,23.6848,-15.958,77.02,69,16,33.38
24851,Nūrābād,IR,34.0734,47.9725,81.37,16,18,6.78
310858,Kahramanmaraş Province,TR,38.0,37.0,74.14,27,17,6.35
4164092,Merritt Island,US,28.5392,-80.672,92.03,61,0,5.75
922773,Kolwezi,CD,-10.7148,25.4667,72.95,21,29,3.0
1687894,Santa Rosa,PH,14.3122,121.1114,77.86,96,100,7.14
749704,Çarşamba,TR,41.1989,36.7219,74.95,60,20,5.75
3832899,Viedma,AR,-40.8135,-62.9967,65.77,25,43,10.92
3420846,Qaqortoq,GL,60.7167,-46.0333,47.34,71,59,6.11
2032814,Arvayheer,MN,46.2639,102.775,70.11,37,100,2.42
2303611,Esim,GH,4.8699,-2.2405,78.82,80,55,7.18
3665202,Aripuanã,BR,-9.1667,-60.6333,98.58,19,58,4.61
1280757,Laojunmiao,CN,39.8333,97.7333,68.14,37,98,11.1
933186,Orapa,BW,-21.2833,25.3667,53.89,23,0,9.33
2063036,Port Lincoln,AU,-34.7333,135.8667,56.97,66,49,13.71
261601,Kalambaka,GR,39.7044,21.6269,90.05,31,65,1.57
2761186,Wilhelmsburg,AT,48.1057,15.6054,72.03,80,65,11.16
3832132,Zapala,AR,-38.8992,-70.0544,59.2,41,89,13.2
1259460,Pokaran,IN,26.9167,71.9167,90.3,58,63,18.37
1726279,Lawas,PH,13.764,121.0566,79.99,81,100,6.13
3517970,San Pedro Pochutla,MX,15.7333,-96.4667,84.7,63,97,2.86
3415496,Keflavik,IS,64.0049,-22.5624,54.03,82,100,9.22
1792916,Tianpeng,CN,30.9866,103.9393,82.87,84,87,3.06
1695546,Pandan,PH,14.0453,124.1694,81.27,82,99,10.89
942701,Vrede,ZA,-27.4257,29.1659,39.83,34,0,5.01
186180,Moyale,KE,3.5167,39.0584,73.81,54,98,12.08
1801757,Luqiao,CN,28.5808,121.3772,75.72,93,74,1.7
1487112,Vikulovo,RU,56.8167,70.6107,65.7,85,92,5.7
1279396,Mount Abu,IN,24.6,72.7,70.45,83,39,8.84
1850523,Tateyama,JP,34.9833,139.8667,80.29,85,20,14.23
147368,Ordubad,AZ,38.9059,46.0234,71.47,74,3,14.43
2614776,Ringkøbing,DK,56.0901,8.244,60.03,76,83,18.25
964408,Port Saint John's,ZA,-31.6229,29.5448,61.72,38,3,19.28
7306523,Mejit,MH,10.2753,170.8646,82.78,81,100,20.36
5866583,Saint Paul Harbor,US,57.79,-152.4072,60.31,67,100,10.36
1502257,Kozhevnikovo,RU,56.2589,83.9714,63.25,96,60,4.5
5359864,Isla Vista,US,34.4133,-119.861,79.7,61,0,4.61
5178195,Altoona,US,40.5187,-78.3947,75.22,59,28,1.01
6180285,Whitecourt,CA,54.1502,-115.6855,61.84,88,75,5.75
2217351,Ghat,LY,24.9647,10.1728,106.54,7,1,18.43
264670,Argos,GR,37.6333,22.7333,88.79,40,14,5.37
2082727,Abepura,ID,-2.6333,140.5833,77.81,83,40,4.61
1822029,Stung Treng,KH,13.5259,105.9683,75.06,99,100,3.98
342641,Batī,ET,11.1833,40.0167,82.35,34,92,8.03
6913519,Semera,ET,11.501,41.201,100.81,19,100,13.0
2281120,Tabou,CI,4.423,-7.3528,78.76,79,86,9.78
7601774,Bikenibeu Village,KI,1.3673,173.1241,76.96,100,75,3.44
3874943,Quellón,CL,-43.1167,-73.6167,50.25,93,100,4.61
828218,Zaozërsk,RU,69.4005,32.4476,59.7,81,96,2.26
1503153,Klyuchi,RU,52.2667,79.1667,71.17,60,73,5.37
1281593,Burang,CN,30.25,81.1667,54.39,68,75,4.79
1563281,Tuy Hoa,VN,13.0833,109.3,82.08,71,86,13.96
3839565,Quimilí,AR,-27.6333,-62.4167,83.23,28,2,13.11
5146062,Ashland,US,40.8167,-82.2665,76.14,82,0,3.42
1521762,Kurchum,KZ,48.5722,83.6542,73.85,39,1,1.81
1511709,Alzamay,RU,55.5562,98.6644,63.57,79,38,4.16
2098329,Daru,PG,-9.0763,143.2092,76.3,84,85,18.1
1498087,Nadym,RU,65.5333,72.5167,57.7,83,18,11.86
3712505,Chepo,PA,9.1667,-79.1,87.58,72,99,1.63
5134295,Rome,US,43.2128,-75.4557,69.62,55,40,6.91
1328421,Pathein,MM,16.7833,94.7333,80.13,87,100,15.84
1639337,Kroya,ID,-7.6331,109.2461,71.76,86,41,6.13
4058061,Daleville,US,31.3102,-85.713,92.35,58,0,9.22
2015842,Svirsk,RU,53.0858,103.3325,66.34,81,70,2.37
1141540,Gereshk,AF,31.8209,64.5701,94.95,12,29,4.56
1218420,Seydi,TM,39.4816,62.9137,92.12,13,0,10.02
2145554,Ulladulla,AU,-35.35,150.4667,56.82,51,0,9.57
1039536,Maxixe,MZ,-23.8597,35.3472,71.42,78,0,14.97
5469841,Grants,US,35.1473,-107.8514,79.03,36,0,12.66
3393536,Olinda,BR,-8.0089,-34.8553,82.13,74,75,14.97
1702032,Manay,PH,7.215,126.5397,78.42,84,76,8.99
187585,Marsabit,KE,2.3284,37.9899,70.34,53,44,14.54
1280517,Nagqu Prefecture,CN,31.5,92.0,45.25,85,100,5.53
3419842,Sisimiut,GL,66.9395,-53.6735,42.82,83,85,9.48
3098898,Góra,PL,51.6664,16.5349,74.01,41,90,11.92
1487784,Vargashi,RU,55.3556,65.8467,67.84,72,72,6.55
2177914,Andergrove,AU,-21.0833,149.1833,63.75,84,25,10.11
1636322,Manismata,ID,-2.4667,111.0333,72.88,96,37,2.86
2070998,Geraldton,AU,-28.7667,114.6,50.41,93,0,0.0
3671437,Caucayá,CO,-0.1934,-74.7819,84.04,61,99,4.0
3985710,Cabo San Lucas,MX,22.8909,-109.9124,92.16,61,0,5.01
597729,Kybartai,LT,54.6386,22.7632,71.11,59,52,8.46
866055,Priladozhskiy,RU,59.85,31.4833,72.54,99,78,3.04
2178753,Kirakira,SB,-10.4544,161.9205,76.75,88,100,8.41
3388456,São José da Coroa Grande,BR,-8.8978,-35.1478,79.88,71,17,10.87
1636556,Mamuju,ID,-2.6748,118.8885,79.11,85,92,1.88
3924679,Vilhena,BR,-12.7406,-60.1458,88.02,37,0,8.05
1691538,Romblon,PH,12.5751,122.2708,82.9,77,100,20.92
4153188,Destin,US,30.3935,-86.4958,90.95,65,0,9.22
2025579,Chegdomyn,RU,51.1167,133.0167,59.23,97,5,0.98
1507116,Dudinka,RU,69.4058,86.1778,69.62,88,41,10.58
2155415,New Norfolk,AU,-42.7826,147.0587,48.72,82,21,11.52
5710360,Winnemucca,US,40.973,-117.7357,80.65,13,0,3.44
2635881,Thurso,GB,58.5927,-3.5259,61.05,76,7,7.99
1852357,Shimoda,JP,34.6667,138.95,80.1,87,25,8.59
247105,Saḩāb,JO,31.8721,36.005,86.63,35,0,16.11
2110418,Yaren,NR,-0.5472,166.916,82.33,74,34,4.32
4043499,Inarajan Village,GU,13.2736,144.7484,78.82,97,86,5.66
5964378,Grand Falls-Windsor,CA,48.9332,-55.6649,58.5,94,100,5.01
2152659,Port Macquarie,AU,-31.4333,152.9167,56.89,77,56,4.7
3450843,Rubiataba,BR,-15.1644,-49.8033,92.43,22,84,4.41
62788,Ceeldheer,SO,3.8488,47.1806,77.27,79,29,18.54
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,89.91,61,100,4.7
1626542,Sorong,ID,-0.8833,131.25,78.82,90,92,7.38
1640344,Kendari,ID,-3.945,122.4989,73.47,94,69,2.86
2019488,Namtsy,RU,62.7161,129.6658,53.17,87,81,4.76
2122850,Nikolayevsk-on-Amur,RU,53.1406,140.73,58.51,99,100,2.1
3489854,Kingston,JM,17.997,-76.7936,91.76,62,20,24.16
3877918,Ovalle,CL,-30.5983,-71.2003,78.28,32,85,2.01
3853786,Ingeniero Jacobacci,AR,-41.3427,-69.5448,49.57,52,90,23.17
3493743,Río San Juan,DO,19.6439,-70.0763,91.17,66,100,13.65
2654264,Burnley,GB,53.8,-2.2333,59.56,83,100,12.73
3372783,Ponta Delgada,PT,37.7333,-25.6667,75.92,78,20,13.8
934753,Beau Vallon,MU,-20.4189,57.6953,71.83,68,40,8.05
3143830,Odda,NO,60.0691,6.5457,63.77,78,93,4.32
601594,Türkmenbaşy,TM,40.0222,52.9552,79.57,47,0,16.11
3372760,Praia da Vitória,PT,38.7333,-27.0667,82.65,74,40,4.29
1271175,Giridih,IN,24.1833,86.3,86.83,68,94,4.88
1678228,Keelung,TW,25.1283,121.7419,80.64,88,100,6.78
6453331,Kristiansund,NO,63.1115,7.732,61.45,77,40,10.36
4005539,Guadalajara,MX,20.6667,-103.3333,71.37,56,40,4.61
6941080,Fort Bragg,US,35.139,-79.006,89.15,55,0,10.36
577922,Belomorsk,RU,64.5232,34.7668,65.12,77,100,5.99
6121621,Revelstoke,CA,50.9832,-118.2023,68.02,64,75,0.0
3693584,Pimentel,PE,-6.8367,-79.9342,75.49,69,100,10.36
5530022,San Angelo,US,31.4638,-100.437,91.6,43,0,6.91
3848164,Las Lomitas,AR,-24.7096,-60.593,85.84,31,0,8.5
6534196,Tazacorte,ES,28.629,-17.9293,81.14,77,75,12.66
1794971,Shitanjing,CN,39.2342,106.3439,72.79,67,31,10.09
756316,Hola,PL,51.5377,23.1902,75.38,62,100,4.5
478050,Ust'-Kulom,RU,61.6864,53.6902,70.93,75,19,4.92
1279715,Xigazê,CN,29.25,88.8833,63.55,51,100,5.17
3406545,Balsas,BR,-7.5325,-46.0356,99.23,22,19,5.39
2530241,Tan-Tan,MA,28.438,-11.1032,76.95,73,20,23.02
6322927,Pontal do Paraná,BR,-25.6533,-48.5128,70.99,64,0,6.46
2434979,Bol,TD,13.4586,14.7147,85.55,63,85,8.25
88562,At Tāj,LY,24.2049,23.2857,97.14,12,2,12.73
1264007,Mālvan,IN,16.0667,73.4667,78.75,88,100,12.46
3430443,Necochea,AR,-38.5473,-58.7368,61.25,56,100,12.97
863061,Usinsk,RU,65.9939,57.5281,72.01,59,77,9.19
3144987,Narvik,NO,68.4384,17.4272,66.2,73,38,4.0
3347019,Mossamedes,AO,-15.1961,12.1522,64.74,70,5,6.02
5914132,Campbell River,CA,50.0163,-125.2446,64.94,63,40,2.3
933534,Letlhakeng,BW,-24.0944,25.0298,48.36,19,0,6.98
4032402,Nuku'alofa,TO,-21.1333,-175.2,64.74,77,20,6.91
5226534,Brookings,US,44.3114,-96.7984,71.82,62,75,8.05
3587018,Chirilagua,SV,13.2203,-88.1386,87.49,43,68,4.23
7647007,Bariloche,AR,-41.1456,-71.3082,47.95,71,75,25.32
2927339,Feldkirchen-Westerham,DE,47.9075,11.8427,72.39,66,58,8.59
5864145,Homer,US,59.6425,-151.5483,57.27,94,100,0.0
1629974,Malango,ID,-2.9627,119.9001,65.95,92,99,1.66
6992531,Nasir,SD,15.5894,32.5634,96.06,35,20,17.76
4018109,Ascención,MX,31.1,-107.9833,87.48,24,17,14.36
2110248,Betio Village,KI,1.358,172.9211,77.04,73,93,4.07
2374583,Bubaque,GW,11.2833,-15.8333,76.91,88,100,12.24
2452830,Niafunké,ML,15.9322,-3.9906,100.51,25,44,3.98
2294768,Tarkwa,GH,5.3064,-1.9847,79.27,83,98,4.38
2493222,I-n-Salah,DZ,27.1935,2.4607,116.31,5,3,14.83
964432,Port Alfred,ZA,-33.5906,26.891,53.19,73,88,4.0
3893656,Copiapó,CL,-27.3667,-70.3333,60.49,25,8,6.58
240498,Bangassou,CF,4.7413,22.8184,75.72,84,85,2.21
4500920,Brigantine,US,39.4101,-74.3646,75.52,60,0,5.99
3985819,San Juanito,MX,28.0,-107.5833,72.7,32,100,11.79
2172477,Cannonvale,AU,-20.2833,148.7,67.39,87,28,13.47
3454857,Passo Fundo,BR,-28.2628,-52.4067,66.45,72,40,5.75
2392087,Porto-Novo,BJ,6.4965,2.6036,82.22,88,100,3.8
5554428,Ketchikan,US,55.3422,-131.6461,61.27,88,100,8.05
1302849,Hpa-An,MM,16.8906,97.6333,76.98,97,100,10.13
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,89.91,61,100,4.7
2019309,Neryungri,RU,56.6709,124.6491,58.15,76,94,3.13
1280037,Shache,CN,38.4167,77.2406,84.81,23,66,9.33
3102987,Bolesławiec,PL,51.2642,15.5697,71.02,74,95,17.87
1639002,Kuta,ID,-8.7233,115.1723,77.0,83,20,10.36
4696788,Hays,US,30.0502,-98.0336,92.61,44,4,4.0
3453150,Ponta Porã,BR,-22.5361,-55.7256,75.11,53,0,11.5
3429790,Puerto Eldorado,AR,-26.4084,-54.6946,81.64,44,5,4.76
2478216,Tamanghasset,DZ,22.785,5.5228,100.31,8,0,14.97
4228452,Villa Rica,US,33.7321,-84.9191,86.65,68,60,8.7
3451138,Rio Grande,BR,-32.035,-52.0986,66.94,67,48,5.08
1280281,Chamdo,CN,31.1667,97.2333,42.31,92,51,2.28
3579250,Grand-Bourg,GP,15.8835,-61.3148,86.2,78,90,13.56
1500957,Kyzyl-Mazhalyk,RU,51.1333,90.6,65.34,62,15,0.45
2077895,Alice Springs,AU,-23.7,133.8833,56.75,88,77,8.05
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,69.66,68,75,8.05
321572,Belen,TR,36.4891,36.2233,78.94,62,0,21.85
1505991,Igarka,RU,67.4667,86.5833,63.32,94,21,12.3
1259385,Port Blair,IN,11.6667,92.75,84.24,84,75,17.27
4946620,Palmer,US,42.1584,-72.3287,71.58,55,40,3.44
3453512,Pirenópolis,BR,-15.8525,-48.9592,84.69,22,78,4.29
727689,Razlog,BG,41.8863,23.4671,76.75,48,71,2.95
609906,Fort-Shevchenko,KZ,44.5086,50.263,78.28,54,86,6.4
2081114,Weno,FM,7.4515,151.8468,78.75,100,75,3.44
3993475,San Luis de la Loma,MX,17.2706,-100.8939,89.56,59,75,6.62
2032614,Baruun-Urt,MN,46.6806,113.2792,75.79,35,1,8.03
6230919,Whangarei,NZ,-35.7317,174.3239,43.81,97,22,1.92
3927995,Tambo,PE,-14.8,-73.9167,50.31,32,13,5.12
3176959,Florence,IT,43.7667,11.25,85.8,53,20,13.8
5663135,Lockwood,US,45.8191,-108.4149,79.84,54,20,9.22
135423,Shahrud,IR,36.4182,54.9763,77.25,54,1,11.43
1623197,Tual,ID,-5.6667,132.75,78.64,84,100,20.22
145724,Lucapa,AO,-8.4192,20.7447,81.95,19,28,2.19
4043399,Merizo Village,GU,13.2658,144.6691,78.48,97,81,5.93
866241,Myskhako,RU,44.6714,37.7433,79.83,56,62,8.97
1586350,Cam Ranh,VN,11.9214,109.1591,84.16,74,40,0.0
3470137,Belmonte,BR,-15.8631,-38.8828,74.59,82,100,8.19
3627382,Santa Elena de Uairen,VE,4.6167,-61.1333,77.94,68,31,8.61
3691954,Sechura,PE,-5.5569,-80.8222,80.06,57,40,10.27
3848353,Las Heras,AR,-46.5419,-68.9359,42.17,74,60,16.4
792034,Čaška,MK,41.6506,21.6622,93.72,33,14,4.25
3465329,Coruripe,BR,-10.1256,-36.1756,78.03,76,22,11.81
1272502,Diu,IN,20.7141,70.9822,80.26,86,77,17.96
630431,Baran',BY,54.4764,30.3181,60.71,87,100,6.4
1855540,Naze,JP,28.3667,129.4833,77.92,86,100,16.49
2119447,Yuzhno-Kurilsk,RU,44.0306,145.8556,68.18,94,100,7.45
973709,Mossel Bay,ZA,-34.1831,22.146,49.93,58,80,16.58
2065594,Mount Isa,AU,-20.7333,139.5,56.97,62,79,1.14
2022773,Khandyga,RU,62.6667,135.6,52.0,43,45,1.99
876177,Luau,AO,-10.7073,22.2247,78.94,16,2,3.98
2013225,Rechka Vydrino,RU,51.485,104.8461,65.26,75,100,2.55
3466165,Cidreira,BR,-30.1811,-50.2056,64.42,62,27,7.76
567774,Chudovo,RU,59.1167,31.6833,68.88,59,22,3.56
2166309,Forster,AU,-32.1667,152.5167,53.29,95,48,6.93
1283334,Chinde,NP,26.8418,88.0763,67.33,91,94,3.62
350550,Qina,EG,26.1642,32.7267,98.51,14,2,14.9
5955960,Fort St. John,CA,56.2499,-120.8529,62.49,67,75,0.0
2264923,Peniche,PT,39.3558,-9.3811,70.99,77,0,16.37
3868626,Valparaíso,CL,-33.0393,-71.6273,70.03,72,100,6.91
8030383,Mermoz Boabab,SN,14.7065,-17.4758,84.76,79,100,15.52
4945455,Norfolk,US,42.1668,-71.2495,70.27,65,75,8.05
5258957,La Crosse,US,43.8014,-91.2396,76.05,56,40,3.0
2166893,Sanctuary Point,AU,-35.1114,150.629,55.72,48,0,10.8
3661944,Tefé,BR,-3.3542,-64.7114,89.71,48,0,3.44
5767918,Pierre,US,44.3683,-100.351,83.32,54,0,11.5
506763,Polyarny,RU,69.1989,33.4478,56.91,88,98,1.05
3430863,Mar del Plata,AR,-38.0023,-57.5575,60.82,72,0,9.22
1990589,Teluknaga,ID,-6.0989,106.6381,78.6,83,40,9.22
1801850,Luorong,CN,24.4058,109.6086,79.2,92,95,1.23
5850027,Lā‘ie,US,21.6477,-157.9253,76.12,75,30,5.01
2447938,Alaghsas,NE,17.0187,8.0168,107.49,26,20,4.61
2171099,Codrington,AU,-38.2667,141.9667,48.69,82,15,14.9
2084442,Vanimo,PG,-2.6741,141.3028,77.4,88,86,3.74
6071876,Melfort,CA,52.8667,-104.6177,71.73,40,2,2.3
1529641,Aral,CN,40.5156,81.2636,79.52,41,1,17.36
2100633,Arawa,PG,-6.2132,155.5367,75.94,94,100,2.8
3374707,Cova Figueira,CV,14.8905,-24.2934,75.24,73,100,4.16
4034778,Leava,WF,-14.3,-178.1667,79.65,78,98,20.76
1069129,Antsiranana,MG,-12.2787,49.2917,74.35,75,2,15.61
1814934,Chizhou,CN,30.6578,117.4831,77.92,91,85,2.26
1568574,Qui Nhon,VN,13.7667,109.2333,80.49,80,97,7.49
608324,Shetpe,KZ,44.1667,52.1167,78.98,40,68,13.6
3026644,La Passe,FR,45.5549,-0.8967,72.93,59,98,10.67
157738,Kigoma,TZ,-4.8769,29.6267,81.19,65,0,0.0
5708894,Spring Creek,US,40.7266,-115.5859,77.2,14,20,3.69
7932610,Ashburton,AU,-37.8626,145.0794,49.91,83,2,3.0
2156404,Mudgee,AU,-32.5943,149.5871,50.79,97,83,2.91
1486910,Vorkuta,RU,67.5,64.0,64.71,64,31,5.08
3421319,Nuuk,GL,64.1835,-51.7216,45.21,76,100,10.36
1569973,Duong Dong,VN,10.2167,103.9667,84.2,89,20,6.91
6050066,La Ronge,CA,55.1001,-105.2842,70.05,49,0,2.3
1277508,Bālurghāt,IN,25.2167,88.7667,89.4,66,56,1.01
2963370,Killarney,IE,52.05,-9.5167,64.45,94,100,23.02
933340,Mochudi,BW,-24.4167,26.15,59.59,20,0,3.4
4032369,Pangai,TO,-19.8,-174.35,71.8,62,88,15.1
3924908,Pimenta Bueno,BR,-11.6725,-61.1936,99.82,18,6,3.83
189741,Lamu,KE,-2.2717,40.902,75.42,83,9,12.91
554318,Kalevala,RU,65.2,31.1667,63.61,83,61,5.91
1056899,Sambava,MG,-14.2667,50.1667,70.41,87,9,9.91
